epoch,train_loss,val_loss,val_wer,epoch_time
1,2.9455843607941015,2.905457781582344,1.0,1102.0169304930005
2,2.8623812861506712,2.902486405721525,1.0,1055.6512297999998
3,2.8488722954095747,2.823083479229997,0.9847966133739742,1056.7887003710002
4,2.267458020705279,1.5436604604488466,0.9596169272877325,1056.2259357710009
5,1.3421893894939678,1.0430557720544862,0.7935748935424325,1064.3202398110006
6,1.0157929319437309,0.8478963593157326,0.6982853806515359,1103.35464215
7,0.8523506155997649,0.7411796952166209,0.6370522471733003,1031.463154799
8,0.7421300001609485,0.6711852474183571,0.5833694896966699,1032.983268349
9,0.6634881522489771,0.6111032341311617,0.5357884718299475,1086.9636406380005
10,0.6047387665029064,0.5815480569513832,0.5093381301513754,1080.53936161
11,0.5558495322751892,0.5428029771258192,0.4789569470769678,1050.568834357
12,0.5150372636224657,0.517897392191538,0.45602357004471644,1050.1281531860004
13,0.48080916893188197,0.496799234936877,0.4336131103757748,1125.573057627
14,0.4524837102189727,0.47569829788876744,0.42201974015443194,1051.215910857
15,0.4272905732150035,0.46464737450204247,0.40680022574799507,1051.6601551239996
16,0.40309388571389587,0.44748265423425815,0.3926540460243904,1051.530883421
17,0.385323479470918,0.4456767367153633,0.38096834043088457,1051.3800433420001
18,0.3676236217064708,0.43259409070014954,0.3762905635267856,1051.7119583390004
19,0.35452581845190495,0.4250767639860874,0.3630404213923693,1051.9055027969998
20,0.3430633376866178,0.413442112141993,0.3549265755313329,1051.2134597590002
21,0.32925228976682164,0.4208889391000678,0.3491383761599001,1051.3403879020007
22,0.31726732694715126,0.4129177517280346,0.34828901976221793,1051.5681673020008
23,0.3069907074852642,0.4055388595272855,0.34227828407213606,1051.2512449330006
24,0.2998530565355925,0.4096150865278593,0.3392629249713009,1052.3040662349995
25,0.29163684799532186,0.3954243332874484,0.3298450175609908,1057.1955742789996
26,0.28330402249979864,0.4001079988552303,0.330173436339745,1055.7719811360002
27,0.27437257212106425,0.3885623509200608,0.3255280129997508,1051.6727330020003
28,0.26878269068529254,0.38700352863567633,0.32153668860202245,1050.5073562189991
29,0.26368488820745806,0.3900076634273296,0.3182394803576522,1050.9481010879972
30,0.2591263195959175,0.3931503028767865,0.31720730081110216,1051.1864192309986
31,0.25361387277932446,0.38558965685164054,0.31703763592467055,1051.0803454250017
32,0.24881775222818947,0.3922005024988477,0.3124181762569278,1051.0803496280023
33,0.24348482758541812,0.3881194764157621,0.3118668144736755,1051.6088485190012
34,0.23886231615337555,0.38311154540719056,0.30668762369122077,1051.1278620230005
35,0.2353939398488389,0.3847563619293818,0.30646018171998624,1050.8028713919994
36,0.23212899180805738,0.38319962744305774,0.30798728933948694,1054.6286171930005
37,0.22947688908587657,0.38495311377252023,0.30566108766478384,1058.495972230001
38,0.22539637388135286,0.388057291144278,0.3032826897408218,1054.270826625001
39,0.22245062525162781,0.38390925871889764,0.3008712165411645,1054.2346686670026
40,0.21999864644400208,0.3886611563403432,0.2957252363832495,1056.394440797998
41,0.18895602296419742,0.3723198215409023,0.2794650719272669,1052.7928918049984
42,0.17531203037553839,0.37195411124607414,0.28021474270995966,1052.1098058290008
43,0.16832059959258733,0.37292345467864013,0.2762895218434986,1052.1600851490002
44,0.16493155023776362,0.3709285073890919,0.27535545553096735,1051.5770926429977
45,0.16132988314658003,0.3775660557354369,0.2731035391999306,1051.3276787289942
46,0.1639885024038131,0.38747191847097584,0.2789343835116539,1132.9960888560001
47,0.160425639418977,0.3815428307507096,0.2751197747197794,1054.542989043
48,0.15793683995062593,0.39007402502182054,0.2745879870761013,1054.714735607
49,0.15400325678572926,0.3796282703193223,0.2754219405409601,1055.1130742140003
50,0.15137409920399097,0.38546826145270974,0.27383885766950744,1055.0791565030004
51,0.13742129610341894,0.38309394368311256,0.2658057204172708,1054.762796682
52,0.13150950596404717,0.38211112433090444,0.263763566412782,1054.4822444260008
53,0.12797996516218368,0.39176809115380773,0.26254438951559983,1060.4769428209984
54,0.125660316567584,0.3840121559616996,0.26198831194508443,1056.2789070489998
55,0.12479109337945957,0.3930093302595906,0.2629714701367779,1054.752271276
56,0.12295785813170565,0.38725740280820103,0.25943193511867546,1054.7549781359994
57,0.11565299824949338,0.3880339999024461,0.257821943076314,1055.402716536999
58,0.11303192372496486,0.3869002136151965,0.2573296318111154,1065.4636187880005
59,0.11200832231012027,0.3923014155248316,0.2590746919442316,1053.7796354720012
60,0.11078996120663903,0.39528929369478694,0.258725427633886,1053.8595845739983
61,0.1091917814319377,0.39707398941604105,0.2608105004574901,1054.0822759549992
62,0.10813384278856987,0.3941284498063529,0.2569992400949742,1054.0981111750007
63,0.10535007026130042,0.39430487174086454,0.2558737799504757,1054.105243672002
